Chunk_ID,Document_ID,Category,Entity_Type,Entity_Name,Chunk_Type,Char_Count,Token_Estimate,Embedding_Model,Embedding_Dimension,Created_Date,Last_Updated,Version,Status,Quality_Score,Retrieval_Count,Avg_Relevance_Score,Notes,Chunk_Text
CAND_85D8AF04E6_CHUNK_04,CAND_85D8AF04E6,Policy and Localization,Facet,who makes what where at what scale,page 2,1033,157,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,66.33,0,66.33,"page=2 facet=who makes what where at what scale were likely enticed and will be supported by the passage of IIJA and IRA. To support manufacturing, IIJA includes grant funding for training and manufacturing. For instance, IIJA funding will support a joint venture between Solvay and Orbia","were likely enticed and will be supported by the passage of IIJA and IRA. To support manufacturing, IIJA includes grant funding for training and manufacturing. For instance, IIJA funding will support a joint venture between Solvay and Orbia, which received $178 million from the Battery Materials Processing and Battery Manufacturing Grant to manufacture battery polymers. The Augusta, Georgia, facility will open in 2026. 1 Including manufacturing for stationary storage through April 24, 2024. 2 Rivian’s facility in Social Circle Georgia is included in these statistics. In March 2024, Rivian announced that its Georgia manufacturing facility will be delayed for the foreseeable future. In a March opinion piece in the Atlanta Journal Constitution, Rivian CEO RJ Scaringe wrote that the company is “committed to building our future in Georgia” and that the announcement is a shift in timelines, rather than investment. The company reaffirmed this position in April 2024 in correspondence with state and local officials in Georgia."
CAND_85D8AF04E6_CHUNK_05,CAND_85D8AF04E6,Policy and Localization,Facet,who makes what where at what scale,page 2,1130,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,66.08,0,66.08,"page=2 facet=who makes what where at what scale Issue Brief: Federal Support for EV Jobs in Georgia 2 Introduction The electric vehicle (EV) transition is well underway. In 2023, nearly 10 percent of all new ve- hicles sold in the United States were EVs. This transition is generating job","Issue Brief: Federal Support for EV Jobs in Georgia 2 Introduction The electric vehicle (EV) transition is well underway. In 2023, nearly 10 percent of all new ve- hicles sold in the United States were EVs. This transition is generating jobs and investment in manufacturing and construction, charger assembly and maintenance, electrical installa- tion, and administration. This shift has been fueled in significant part by the passage of the Infrastructure Investment and Jobs Act (IIJA) and the Inflation Reduction Act (IRA). These laws will inject at least $87 billion to encourage consumers to get into the EV market, drivers looking for charging, and manufacturers looking to set up or grow their U.S. operations. Georgia is poised to become a hub for EV manufacturing as it leads the nation in announced private investment ($24.8 billion) and permanent jobs (27,477). But what will these jobs mean for Georgia? And how is federal funding supporting this development? The Impact of Federal Investments Since IIJA’s passage in November 2021, over $22 billion and nearly 24,000 new jobs in EV and battery manufacturing have been"
CAND_345B052C41_CHUNK_01,CAND_345B052C41,Supply Chain Evidence,Facet,"policy, incentives, and localization",segment 2,314,42,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,65.35,0,65.35,"facet=policy, incentives, and localization ng the broader U.S. domestic automotive market. To continue on this breakout path of new industry momentum, Georgia must strategically expand its electric mobility innovation and manufacturing ecosystem while addressing gaps in research and","ng the broader U.S. domestic automotive market. To continue on this breakout path of new industry momentum, Georgia must strategically expand its electric mobility innovation and manufacturing ecosystem while addressing gaps in research and development, infrastructure, workforce development, and the supply chain."
CAND_345B052C41_CHUNK_02,CAND_345B052C41,Supply Chain Evidence,Facet,who makes what where at what scale,segment 1,1201,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,63.23,0,63.23,facet=who makes what where at what scale GA State of E-Mobility 2025 Driving Innovation Forward Executive Summary Electric mobility is rapidly reshaping the future of global transportation. Electric vehicle (EV) sales are expected to grow from 20% today to 50-65% of global automot,"GA State of E-Mobility 2025 Driving Innovation Forward Executive Summary Electric mobility is rapidly reshaping the future of global transportation. Electric vehicle (EV) sales are expected to grow from 20% today to 50-65% of global automotive sales by 2030 [1]. This rapid shift in adoption has left the global automotive industry at a critical juncture, spearheaded by new global automotive leaders and a new paradigm for global automotive companies. U.S. domestic manufacturers—Ford, GM, and Stellantis—once longstanding global leaders, have been eclipsed by Japanese, European, and South Korean companies. Chinese EV manufacturers, most notably BYD, are close behind and rapidly gaining global market share. Even as Ford, GM, and Stellantis have expanded into EVs globally, these legacy manufacturers, largely based in Michigan, have struggled to remain profitable in the face of fierce global and domestic competition. In fact, automotive industry jobs in the state of Michigan have decreased by 38%, a loss of over 145,000 jobs in the past two decades [2].​ Simultaneously, Georgia has emerged as a burgeoning hub for EV innovation and manufacturing, attracting new domestic players like Rivian;"
CAND_345B052C41_CHUNK_03,CAND_345B052C41,Supply Chain Evidence,Facet,who makes what where at what scale,segment 1,1226,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,62.22,0,62.22,"facet=who makes what where at what scale In fact, automotive industry jobs in the state of Michigan have decreased by 38%, a loss of over 145,000 jobs in the past two decades [2].​ Simultaneously, Georgia has emerged as a burgeoning hub for EV innovation and manufacturing, attract","In fact, automotive industry jobs in the state of Michigan have decreased by 38%, a loss of over 145,000 jobs in the past two decades [2].​ Simultaneously, Georgia has emerged as a burgeoning hub for EV innovation and manufacturing, attracting new domestic players like Rivian; global giants like SK Battery, Hyundai, and Kia; startups like Envirospark and Archer Aviation; and innovative legacy manufacturers like Blue Bird Corporation. While agriculture and agribusiness remain Georgia’s largest industries by economic impact, the state has strategically leveraged its business-friendly policies and complementary sectors, such as auto wholesaling and advanced manufacturing, to establish itself as a formidable contender in a new industry—electric mobility. Georgia leads the nation in EV battery and vehicle manufacturing investments, totaling over $31 billion and creating over 38,000 jobs since 2015 — outpacing even Michigan by over $10 billion in investments over the same decade. Georgia’s proactive efforts to attract economic development at the bleeding edge of innovation and position itself as a potential future epicenter of the U.S. automotive industry are truly commendable. However, the state is not immune to"
CAND_345B052C41_CHUNK_04,CAND_345B052C41,Supply Chain Evidence,Facet,"policy, incentives, and localization",segment 1,341,52,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,53.4,0,53.4,"facet=policy, incentives, and localization over $10 billion in investments over the same decade. Georgia’s proactive efforts to attract economic development at the bleeding edge of innovation and position itself as a potential future epicenter of the U.S. automotive industry are tru","over $10 billion in investments over the same decade. Georgia’s proactive efforts to attract economic development at the bleeding edge of innovation and position itself as a potential future epicenter of the U.S. automotive industry are truly commendable. However, the state is not immune to the global threats and competitive pressures faci"
CAND_155E6FE149_CHUNK_01,CAND_155E6FE149,Policy and Localization,Facet,who makes what where at what scale,page 1,1112,148,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,72.76,0,72.76,"page=1 facet=who makes what where at what scale Georgia is a rapidly growing e-mobility hub, expanding across multiple supply chain segments: cathode and anode manufacturing, chemical and mineral processing, battery manufacturing, metals and aluminum manufacturing, and battery recycling.","Georgia is a rapidly growing e-mobility hub, expanding across multiple supply chain segments: cathode and anode manufacturing, chemical and mineral processing, battery manufacturing, metals and aluminum manufacturing, and battery recycling. The state also offers an unparalleled infrastructure, diverse and skilled workforce, and a culture of collaboration and innovation. Join the momentum as Georgia becomes the e-mobility capital of the nation. The Southeast Automotive Region is home to more than 20 car, light-duty, and heavy-duty vehicle manufacturing facilities, supported by a vast network of suppliers. POWERING THE BATTERY BELT GEORGIA: FULLY INTEGRATED SUPPLY CHAIN Albany Athens Atlanta Gainesville Valdosta Macon AUTOMOTIVE MANUFACTURING BATTERY SUPPLY CHAIN EVTOL MANUFACTURING Hyundai/SK On Rivian SK Battery America, Inc. FREYR Kia Georgia Blue Bird Corporation LG Energy Solutions Archer Aviation Hyundai Motor Group Metaplant America Augusta Columbus Savannah Brunswick Includes existing and announced facilities through January 2024 Georgia Department of Economic Development | +1-404-962-4000"
CAND_155E6FE149_CHUNK_02,CAND_155E6FE149,Policy and Localization,Facet,"policy, incentives, and localization",page 2,1275,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,61.57,0,61.57,"page=2 facet=policy, incentives, and localization innovation by creating partnerships across businesses, nonprofits, universities, and government entities. These efforts have resulted in living laboratories — Curiosity Lab and The Ray — that develop, test, and scale next-generation technol","innovation by creating partnerships across businesses, nonprofits, universities, and government entities. These efforts have resulted in living laboratories — Curiosity Lab and The Ray — that develop, test, and scale next-generation technologies for EV, autonomous, and connected vehicles. Georgia’s strength in engineering, technology, and cybersecurity also makes the state an ideal hub for innovation centers for various industry leaders. AT&T DRIVE • FORD GM IT INNOVATION CENTER HELIOX • NOVELIS • PANASONIC AUTOMOTIVE VERIZON CONNECT Georgia’s automotive innovators include: AUTOMOTIVE TECHNOLOGY CERTIFIED ENGINEER ASSISTANT COMPUTER TECHNOLOGY PRECISION MANUFACTURING ROBOTICS/MECHATRONICS TECHNICIAN WELDING & JOINING TECHNOLOGY SPEED TO MARKET Georgia’s seamless air, sea, and ground transportation network provides your company direct access to the world. • Hartsfield-Jackson Atlanta International Airport (ATL) is the busiest and most efficient passenger airport in the world. • The Port of Savannah is home to North America’s largest single container terminal. • The Port of Brunswick is North America’s #1 port of automotive imports and exports. • Inland ports provide eco-friendly and fast access across the state. • 5,000 miles of rail, the most of any state"
CAND_155E6FE149_CHUNK_03,CAND_155E6FE149,Policy and Localization,Facet,"policy, incentives, and localization",page 2,1362,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,59.13,0,59.13,"page=2 facet=policy, incentives, and localization WORKFORCE & EDUCATION PIPELINE Georgia’s diverse workforce includes all skills and supports the EV ecosystem with experienced engineers, electricians, machinists, and software developers, to name a few. Quick Start, the nation’s number one","WORKFORCE & EDUCATION PIPELINE Georgia’s diverse workforce includes all skills and supports the EV ecosystem with experienced engineers, electricians, machinists, and software developers, to name a few. Quick Start, the nation’s number one workforce training program, also develops customized training solutions for qualified companies investing in Georgia. The statewide University System of Georgia and the Technical College System of Georgia provide top-notch education programs, including some of the top-ranked engineering programs in the country. The Hope Scholarship and Grant programs provide tuition assistance, enabling a more significant portion of Georgia’s citizens to achieve higher education and certification goals. The Hope Career Grant provides tuition-free training programs in 18 in-demand career opportunities. Georgia offers over 100 engineering programs related to EV manufacturing at 14 of its colleges and universities, including: R&D COLLABORATION Georgia fosters collaboration and innovation by creating partnerships across businesses, nonprofits, universities, and government entities. These efforts have resulted in living laboratories — Curiosity Lab and The Ray — that develop, test, and scale next-generation technologies for EV, autonomous, and connected vehicles. Georgia’s strength in engineering, technology, and cybersecurity"
CAND_155E6FE149_CHUNK_04,CAND_155E6FE149,Policy and Localization,Facet,logistics and infrastructure risk,page 2,377,60,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,57.47,0,57.47,"page=2 facet=logistics and infrastructure risk is home to North America’s largest single container terminal. • The Port of Brunswick is North America’s #1 port of automotive imports and exports. • Inland ports provide eco-friendly and fast access across the state. • 5,000 miles of rail,","is home to North America’s largest single container terminal. • The Port of Brunswick is North America’s #1 port of automotive imports and exports. • Inland ports provide eco-friendly and fast access across the state. • 5,000 miles of rail, the most of any state in the Southeast. Hope Career Grant programs include: Georgia Department of Economic Development | +1-404-962-4000"
CAND_C5A03B76C6_CHUNK_01,CAND_C5A03B76C6,Policy and Localization,Facet,"policy, incentives, and localization",segment 2,1153,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,73.23,0,73.23,"facet=policy, incentives, and localization new Arizona facility. These cells, set to power the R2 and R3 models, offer six times the capacity of the 2170 cells currently in use, enhancing energy density and safety 2026 Rivian R2 Will Get New LG Cells With 'Six … [ 2 ] . This collabo","new Arizona facility. These cells, set to power the R2 and R3 models, offer six times the capacity of the 2170 cells currently in use, enhancing energy density and safety 2026 Rivian R2 Will Get New LG Cells With 'Six … [ 2 ] . This collaboration aligns with the Inflation Reduction Act's (IRA) requirements for domestic battery production, reducing Rivian's reliance on overseas suppliers while qualifying for federal tax credits Rivian R2 will get Arizona-made batteries from LG [ 3 ] . Moreover, Rivian RIVN -- has proactively stockpiled lithium iron phosphate (LFP) battery cells from Gotion High-Tech in China and Samsung SDI in South Korea, ensuring short-term stability amid tariff risks Rivian’s Strategic Battery Stockpile: A Smart Move Against Tariff Challenges [ 4 ] . This dual approach—short-term stockpiling and long-term localization—demonstrates a nuanced understanding of supply chain dynamics. By co-locating suppliers near its Georgia plant, Rivian aims to reduce logistics costs and lead times, a strategy echoed by traditional automakers like Toyota TM -- and Ford F -- in their Southeastern U.S. operations Rivian Georgia Plant: EV"
CAND_C5A03B76C6_CHUNK_02,CAND_C5A03B76C6,Policy and Localization,Facet,who makes what where at what scale,segment 1,1268,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,71.14,0,71.14,"facet=who makes what where at what scale Symbols Symbols Rivian's Strategic Momentum: Supply Chain Resilience and Production Scalability Post-Georgia Factory Groundbreaking Generated by AI Agent Albert Fox Saturday, Sep 20, 2025 8:30 am ET 3min read RIVN -- - Rivian breaks ground","Symbols Symbols Rivian's Strategic Momentum: Supply Chain Resilience and Production Scalability Post-Georgia Factory Groundbreaking Generated by AI Agent Albert Fox Saturday, Sep 20, 2025 8:30 am ET 3min read RIVN -- - Rivian breaks ground on a $5B Georgia factory, backed by $6.6B federal loans and $1.5B state incentives tied to 15,000+ jobs by 2030. - The factory prioritizes supply chain resilience via localized production, including LGES battery partnerships and domestic IRA-compliant cell manufacturing. - A 400,000-unit/year production target by 2028 aims to scale Rivian's output 26x, though delays or market saturation could strain its $1B/year operating costs. - Strategic advantages include geographic logistics, workforce training partnerships, and ESG-focused sustainability measures to counter environmental concerns. The electric vehicle (EV) industry is at a pivotal inflection point, with companies racing to balance innovation, scalability, and supply chain resilience. Rivian Automotive RIVN -- (RIVN) has taken a bold step forward with the groundbreaking of its $5 billion Georgia factory, a project that could redefine its trajectory in the mass-market EV landscape. This analysis evaluates Rivian's strategic momentum through the lens of supply"
CAND_C5A03B76C6_CHUNK_03,CAND_C5A03B76C6,Policy and Localization,Facet,"policy, incentives, and localization",segment 2,1222,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,71.13,0,71.13,"facet=policy, incentives, and localization nuanced understanding of supply chain dynamics. By co-locating suppliers near its Georgia plant, Rivian aims to reduce logistics costs and lead times, a strategy echoed by traditional automakers like Toyota TM -- and Ford F -- in their Sout","nuanced understanding of supply chain dynamics. By co-locating suppliers near its Georgia plant, Rivian aims to reduce logistics costs and lead times, a strategy echoed by traditional automakers like Toyota TM -- and Ford F -- in their Southeastern U.S. operations Rivian Georgia Plant: EV Supply Chain Investment Opportunity [ 5 ] . Production Scalability: From Ambition to Execution The Georgia factory's two-phase design, targeting 400,000 annual vehicles by 2028, represents a quantum leap for Rivian. Currently, the company produces 15,000 units annually at its Illinois plant, a scale insufficient to compete with Tesla's 4 million vehicles or Ford's 2.5 million It's 'Do or Die' for Electric Vehicle Maker Rivian as It Breaks Ground on a $5 Billion Plant [ 6 ] . The Georgia facility's phased approach—200,000 units per phase—allows for incremental capacity expansion while mitigating financial risk. This scalability is further bolstered by Rivian's investment in workforce development. The company has partnered with Georgia's technical colleges and universities to create apprenticeship programs, ensuring a pipeline of skilled labor for advanced manufacturing Rivian | Georgia Department of Economic Development"
CAND_C5A03B76C6_CHUNK_04,CAND_C5A03B76C6,Policy and Localization,Facet,"policy, incentives, and localization",segment 1,319,54,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,70.08,0,70.08,"facet=policy, incentives, and localization of construction in 2026 [ 1 ] . These incentives are tied to Rivian's commitment to localize its supply chain, a critical move in an era of rising tariffs and geopolitical uncertainty. A key component of this strategy is Rivian's partnershi","of construction in 2026 [ 1 ] . These incentives are tied to Rivian's commitment to localize its supply chain, a critical move in an era of rising tariffs and geopolitical uncertainty. A key component of this strategy is Rivian's partnership with LG Energy Solution (LGES) to produce 4695 cylindrical battery cells at a"
CAND_C5A03B76C6_CHUNK_05,CAND_C5A03B76C6,Policy and Localization,Facet,"policy, incentives, and localization",segment 3,1151,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,68.48,0,68.48,"facet=policy, incentives, and localization tor that could attract additional suppliers and investors. However, scalability hinges on Rivian's ability to execute its timeline. Delays in construction or production could exacerbate cash flow pressures, particularly as the company burns","tor that could attract additional suppliers and investors. However, scalability hinges on Rivian's ability to execute its timeline. Delays in construction or production could exacerbate cash flow pressures, particularly as the company burns through $1 billion annually in operating costs Rivian Breaks Ground on $5B EV Plant in Georgia [ 8 ] . The Georgia plant's proximity to I-20 and major ports, however, provides a logistical edge, enabling efficient distribution to the Eastern U.S. and export markets Rivian Holds Kickoff Ceremony for Georgia Plant, Accelerating American Manufacturing Growth [ 9 ] . Challenges and Mitigants: Navigating a Competitive Landscape Rivian's path is not without obstacles. The U.S. EV market is maturing, with slowing sales growth and the expiration of federal tax credits At a truly awful time to build an electric vehicle [ 10 ] . Competitors like Tesla TSLA -- and Ford are also scaling production, with Tesla's Texas and Berlin Gigafactories targeting 500,000 units annually by 2025. Rivian's differentiation lies in its focus on premium utility vehicles (R1T/R1S) and its upcoming R2 and R3 models, which aim to"
CAND_B80DBE9B47_CHUNK_01,CAND_B80DBE9B47,Supply Chain Evidence,Facet,who makes what where at what scale,page 2,1178,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,78.1,0,78.1,"page=2 facet=who makes what where at what scale to support an American battery supply chain, from raw materials through manufacturing of final products, at sufficient production volume and cost to compete with more mature global producers. • When considering upstream battery materials pr","to support an American battery supply chain, from raw materials through manufacturing of final products, at sufficient production volume and cost to compete with more mature global producers. • When considering upstream battery materials production, the most important feedstock for manufacturing is power. Low-cost, cheap, reliable power is key to manufacturing site selection and is important to the offtakers of battery and EV products. Several battery material companies have chosen to locate in places like Tennessee due to the availability of carbon-free power; the Tennessee Valley Authority (TVA) region offers 50 percent carbon-free electricity. • While China is currently the world leader in exporting EVs, participants believed the United States could catch up to China or surpass its volume of exports with the correct level of government and private sector investment. If successful, an American battery supply chain would create massive growth in new jobs, technologies, and wealth for the Southeast. However, if the sector is not built in a smart and efficient manner, the region and country could lose out to this generational opportunity. • While the region has"
CAND_B80DBE9B47_CHUNK_02,CAND_B80DBE9B47,Supply Chain Evidence,Facet,who makes what where at what scale,page 2,961,141,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,75.6,0,75.6,"page=2 facet=who makes what where at what scale battery supply chain would create massive growth in new jobs, technologies, and wealth for the Southeast. However, if the sector is not built in a smart and efficient manner, the region and country could lose out to this generational opport","battery supply chain would create massive growth in new jobs, technologies, and wealth for the Southeast. However, if the sector is not built in a smart and efficient manner, the region and country could lose out to this generational opportunity. • While the region has successfully increased its manufacturing capability for EVs and batteries, a regional pilot test facility could support long-term growth through new technology development and commercialization. • What happens in the battery and critical materials space in 10 years will be based on the innovation currently happening in universities today. Industry partners need to support this early innovation and its ultimate translation to commercial scale manufacturing. Creating a Supportive Policy Environment • Participants emphasized that industry and government must ensure demand exists for the supply that companies are producing regionally. State and federal demand-side policies need to align"
CAND_B80DBE9B47_CHUNK_03,CAND_B80DBE9B47,Supply Chain Evidence,Facet,"policy, incentives, and localization",page 5,1192,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,75.16,0,75.16,"page=5 facet=policy, incentives, and localization 5 • Graphite has a centralized supply chain in China, but innovations in process and feedstocks could support the decentralization of this supply chain to other regions. For example, Georgia Tech has a partnership with the Georgia Forestry","5 • Graphite has a centralized supply chain in China, but innovations in process and feedstocks could support the decentralization of this supply chain to other regions. For example, Georgia Tech has a partnership with the Georgia Forestry Commission to make graphite from wood pulp and other byproducts. These types of innovations could have a large impact on localizing supply chains for the industry. • One positive example of responsible domestic mining for critical battery minerals is a lithium mining project in North Carolina. The company operating the project has been able to address community concerns around mining due to their adoption of the voluntary Initiative for Responsible Mining Assurance (IRMA) mining standard. This has helped support development of the project with little community opposition. Workforce Development Drives Long-Term Success • The employment needs of the growing battery industry create an opportunity to tap into the resources of the existing manufacturing workforce in the region. • To continue developing a new workforce, battery and materials companies should collaborate with local technical colleges and consider how to invest their resources in"
CAND_B80DBE9B47_CHUNK_04,CAND_B80DBE9B47,Supply Chain Evidence,Facet,who makes what where at what scale,page 2,1217,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,73.52,0,73.52,"page=2 facet=who makes what where at what scale 2 non-existent in the United States. Companies and policymakers should be thoughtful about how to bridge the gap to ensure Georgia has facilities across the value chain, including supplying, refining, and assembling for the battery industry","2 non-existent in the United States. Companies and policymakers should be thoughtful about how to bridge the gap to ensure Georgia has facilities across the value chain, including supplying, refining, and assembling for the battery industry, with the ultimate goal of creating a circular economy through reuse and recycling. The Growth of a Manufacturing Sector • Companies building battery projects are driven by profit motive. Factories in the United States are competing with producers worldwide to supply components and products at the current market price. To be competitive on the global market, the state and region need to be a low-cost provider of batteries and critical materials today and cannot only rely on long-term cost projections or technological developments. Therefore, these highly capital-intensive battery materials facilities need to lower their operation expenditures, and participants suggested the only way to compete is large-volume-scale automation of manufacturing processes. • Part of China’s competitive advantage in the battery industry is the lower cost of labor. If the United States needs to automate large-scale manufacturing processes to compete in the global market, industry and"
CAND_B80DBE9B47_CHUNK_05,CAND_B80DBE9B47,Supply Chain Evidence,Facet,who makes what where at what scale,page 4,1277,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Keep,73.4,0,73.4,"page=4 facet=who makes what where at what scale naturally occur, it does have control over technology development and manufacturing growth. Participants believed Georgia has the people, technology, and business environment to become the manufacturing center of this industry in the United","naturally occur, it does have control over technology development and manufacturing growth. Participants believed Georgia has the people, technology, and business environment to become the manufacturing center of this industry in the United States. • When considering what resources the battery industry needs to extract to build the supply chain, participants were concerned that outsourcing this process—rather than sourcing domestically using higher environmental standards—would have long-term environmental impacts. • Participants urged the industry to innovate new solutions to access abundant materials with a smaller environmental footprint. This could ameliorate the often lengthy political conversations about whether to open mines domestically. • While industry stakeholders aim to increase demand for batteries and critical materials, participants also highlighted the need to reduce demand for virgin materials. To do so, participants emphasized options for circularity and ensuring products are designed for disassembly to help maximize the efficient use of resources in the future. • A major gap exists around circularity for batteries. While some key battery recycling companies in the United States have capacity to break down the batteries to black mass, most"
CAND_EE78000BC6_CHUNK_01,CAND_EE78000BC6,Supply Chain Evidence,Facet,who makes what where at what scale,segment 1,1143,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Review,72.81,0,72.81,"facet=who makes what where at what scale GTRI Works to Enhance EV Battery Reuse and Recycling in Georgia Skip to main navigation Skip to main content GTRI Works to Enhance EV Battery Reuse and Recycling in Georgia Jun 07, 2023 Amid the surge in demand for lithium-ion batteries, wh","GTRI Works to Enhance EV Battery Reuse and Recycling in Georgia Skip to main navigation Skip to main content GTRI Works to Enhance EV Battery Reuse and Recycling in Georgia Jun 07, 2023 Amid the surge in demand for lithium-ion batteries, which power everything from smartphones to electric vehicles (EVs), there is a greater need to properly recycle them. The Georgia Tech Research Institute (GTRI) is working to optimize Georgia’s EV battery supply chain by developing cost- and energy-efficient methods to recover materials from spent batteries so that more of them can be reused – and pose fewer environmental risks. Georgia is quickly emerging as a hub for the electronic transportation industry. According to data from the Georgia Department of Economic Development, since 2018, 35 EV-related projects have contributed $23 billion in investments in the state. South Korea-based Hyundai Motor Group recently broke ground on its first fully dedicated EV manufacturing facility in Savannah’s Bryan County. The company has also teamed up with LG Energy Solution to invest $4.3 billion in building an EV battery cell manufacturing plant at the"
CAND_EE78000BC6_CHUNK_02,CAND_EE78000BC6,Supply Chain Evidence,Facet,who makes what where at what scale,segment 3,1185,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Review,71.05,0,71.05,"facet=who makes what where at what scale ication.” GTRI aims to integrate these technologies into companies’ existing inventory management systems to streamline process management and reporting. For the second part of the research, GTRI is utilizing a statistical technique known a","ication.” GTRI aims to integrate these technologies into companies’ existing inventory management systems to streamline process management and reporting. For the second part of the research, GTRI is utilizing a statistical technique known as parametric modeling to aggregate data about known behaviors and characteristics of EV batteries to help companies make more informed decisions about properly depowering them and repurposing their raw materials with minimal environmental impact. “Developing a robust system-modeling approach to support our energy research is a primary focus of ours,” said GTRI Principal Research Scientist Ilan Stern, who is also supporting the project. “Since our ultimate goal is to utilize domestic sources in our supply chain, really the only way to do that is by building out strong recycling models to account for the fact that these companies are working with finite materials and many of them are coming from conflict zones.” GTRI is working with a number of industry partners on this project, including many companies that participated in Georgia Tech Battery Day earlier this year. At the event, over 230 energy researchers and industry participants"
CAND_EE78000BC6_CHUNK_03,CAND_EE78000BC6,Supply Chain Evidence,Facet,who makes what where at what scale,segment 2,1118,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Review,70.82,0,70.82,"facet=who makes what where at what scale nickel, manganese, and cobalt that are mined in locations such as Africa’s Democratic Republic of the Congo, Chile and Argentina. During the production process, the metals are combined with other materials to form the two key components of","nickel, manganese, and cobalt that are mined in locations such as Africa’s Democratic Republic of the Congo, Chile and Argentina. During the production process, the metals are combined with other materials to form the two key components of a battery cell – the cathode and the anode. Inside a battery, the cathode, which has a negative charge, and anode, which has a positive charge, interact to generate electrons that power the electronic device. Most lithium-ion batteries are currently made in China. Navaei noted that geopolitical sensitivities and lingering supply chain challenges in many of these regions makes GTRI’s work all the more crucial. GTRI’s research consists of two parts: One, develop more advanced analytics capabilities for fleet management companies to monitor the health and performance of EV batteries, and two, optimize the recovery of raw materials from batteries at the end of their useful life. “The battery is the most important part of an EV, and it’s critical to know the battery’s state of health (SoH), which is the ratio of the present capacity to the initial capacity,” said Navaei."
CAND_EE78000BC6_CHUNK_04,CAND_EE78000BC6,Supply Chain Evidence,Facet,who makes what where at what scale,segment 2,1090,180,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Review,67.16,0,67.16,"facet=who makes what where at what scale single charge. These types of batteries also have a low self-discharge rate, which means that the stored energy remains available for an extended period of time even when the vehicle is not in use. However, these batteries can easily turn i","single charge. These types of batteries also have a low self-discharge rate, which means that the stored energy remains available for an extended period of time even when the vehicle is not in use. However, these batteries can easily turn into fire hazards – especially at the end of their life cycle. Very few batteries ever end up being recycled and those that do get recycled are often mishandled. “Currently, there are no recycling standards in place, which poses challenges for the entire supply chain,” said Milad Navaei, a GTRI senior research engineer, who is leading this project. “ Our goal is to create circular economy for batteries in Georgia where we can reduce our dependence on raw materials that often come from overseas and can be very expensive.” Lithium-ion batteries use metals including lithium, nickel, manganese, and cobalt that are mined in locations such as Africa’s Democratic Republic of the Congo, Chile and Argentina. During the production process, the metals are combined with other materials to form the two key components of a battery cell – the cathode and"
CAND_EE78000BC6_CHUNK_05,CAND_EE78000BC6,Supply Chain Evidence,Facet,"policy, incentives, and localization",segment 1,481,78,ollama:nomic-embed-text,768,2026-03-24,2026-03-24,1,Review,66.25,0,66.25,"facet=policy, incentives, and localization Georgia is unprecedented,” said Kevin Caravati, a GTRI principal research scientist, who is supporting this project. “The Hyundai plant, for example, could create tens of thousands of jobs in a very rural part of Georgia, which would be a s","Georgia is unprecedented,” said Kevin Caravati, a GTRI principal research scientist, who is supporting this project. “The Hyundai plant, for example, could create tens of thousands of jobs in a very rural part of Georgia, which would be a step in the right direction for the entire state.” The lithium-ion batteries that power EVs are seen as desirable over other battery technologies because of their high energy density, which allows electric cars to travel longer distances on a"
